time,c_air,c_soil,c_veg,co2_ppm,p00_type,p00_stage,p00_stress,p01_type,p01_stage,p01_stress,p02_type,p02_stage,p02_stress,p03_type,p03_stage,p03_stress,p04_type,p04_stage,p04_stress,p05_type,p05_stage,p05_stress,p10_type,p10_stage,p10_stress,p11_type,p11_stage,p11_stress,p12_type,p12_stage,p12_stress,p13_type,p13_stage,p13_stress,p14_type,p14_stage,p14_stress,p15_type,p15_stage,p15_stress,p20_type,p20_stage,p20_stress,p21_type,p21_stage,p21_stress,p22_type,p22_stage,p22_stress,p23_type,p23_stage,p23_stress,p24_type,p24_stage,p24_stress,p25_type,p25_stage,p25_stress,p30_type,p30_stage,p30_stress,p31_type,p31_stage,p31_stress,p32_type,p32_stage,p32_stress,p33_type,p33_stage,p33_stress,p34_type,p34_stage,p34_stress,p35_type,p35_stage,p35_stress,p40_type,p40_stage,p40_stress,p41_type,p41_stage,p41_stress,p42_type,p42_stage,p42_stress,p43_type,p43_stage,p43_stress,p44_type,p44_stage,p44_stress,p45_type,p45_stage,p45_stress,p50_type,p50_stage,p50_stress,p51_type,p51_stage,p51_stress,p52_type,p52_stage,p52_stress,p53_type,p53_stage,p53_stress,p54_type,p54_stage,p54_stress,p55_type,p55_stage,p55_stress
188,2651948032346804178.38,48051967653195863.17,-41.55,1179.38,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0
189,2653966214988238404.63,46033785011761636.92,-41.55,1180.28,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0
190,2655899633958732393.38,44100366041267648.16,-41.55,1181.14,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0
191,2657751849332465634.60,42248150667534406.94,-41.55,1181.96,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0
192,2659526271660502079.70,40473728339497961.85,-41.55,1182.75,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0
193,2661226168250760994.09,38773831749239047.45,-41.55,1183.51,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0
194,2662854669184229034.09,37145330815771007.46,-41.55,1184.23,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0
195,2664414773078491416.40,35585226921508625.15,-41.55,1184.92,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0
196,2665909352609194778.66,34090647390805262.89,-41.55,1185.59,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0
197,2667341159799608599.70,32658840200391441.85,-41.55,1186.23,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0
198,2668712831088025040.25,31287168911975001.29,-41.55,1186.84,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0
199,2670026892182327990.31,29973107817672051.24,-41.55,1187.42,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0
200,2671285762710670216.46,28714237289329825.08,-41.55,1187.98,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0
201,2672491760676822069.11,27508239323177972.43,-41.55,1188.52,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0
202,2673647106728395543.96,26352893271604497.59,-41.55,1189.03,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0
203,2674753928245802932.85,25246071754197108.69,-41.55,1189.52,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0
204,2675814263259479211.42,24185736740520830.13,-41.55,1189.99,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0
205,2676830064202581086.29,23169935797418955.26,-41.55,1190.45,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0
206,2677803201506072682.41,22196798493927359.14,-41.55,1190.88,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0
207,2678735467042817631.49,21264532957182410.06,-41.55,1191.29,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0
208,2679628577427019292.71,20371422572980748.83,-41.55,1191.69,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0
209,2680484177175084484.16,19515822824915557.38,-41.55,1192.07,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0
210,2681303841733730937.57,18696158266269103.97,-41.55,1192.44,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0
211,2682089080380914239.94,17910919619085801.61,-41.55,1192.78,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0
212,2682841339004915843.61,17158660995084197.94,-41.55,1193.12,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0
213,2683562002766709379.92,16437997233290661.62,-41.55,1193.44,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0
214,2684252398650507587.71,15747601349492453.84,-41.55,1193.75,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0
215,2684913797907186270.77,15086202092813770.78,-41.55,1194.04,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0
216,2685547418395084449.14,14452581604915592.40,-41.55,1194.32,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0
217,2686154426822490904.02,13845573177509137.52,-41.55,1194.59,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0
218,2686735940895946287.80,13264059104053753.75,-41.55,1194.85,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0
219,2687293031378316545.46,12706968621683496.09,-41.55,1195.10,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0
220,2687826724060427252.29,12173275939572789.25,-41.55,1195.34,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0
221,2688338001649889309.44,11661998350110732.10,-41.55,1195.56,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0
222,2688827805580593960.19,11172194419406081.36,-41.55,1195.78,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0
223,2689297037746209015.61,10702962253791025.94,-41.55,1195.99,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0
224,2689746562160868238.70,10253437839131802.85,-41.55,1196.19,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0
225,2690177206550111774.42,9822793449888267.13,-41.55,1196.38,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0
226,2690589763875007081.64,9410236124992959.91,-41.55,1196.57,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0
227,2690984993792256785.95,9015006207743255.59,-41.55,1196.74,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0
228,2691363624052982002.69,8636375947018038.86,-41.55,1196.91,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0
229,2691726351842756760.32,8273648157243281.23,-41.55,1197.07,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0
230,2692073845065360978.13,7926154934639063.42,-41.55,1197.23,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0
231,2692406743572615818.79,7593256427384222.75,-41.55,1197.37,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0
232,2692725660342565956.15,7274339657434085.40,-41.55,1197.51,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0
233,2693031182608178187.74,6968817391821853.81,-41.55,1197.65,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0
234,2693323872938634705.60,6676127061365335.95,-41.55,1197.78,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0
235,2693604270275212049.71,6395729724787991.84,-41.55,1197.91,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0
236,2693872890923653145.36,6127109076346896.18,-41.55,1198.03,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0
237,2694130229504859715.00,5869770495140326.54,-41.55,1198.14,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0
238,2694376759865655608.72,5623240134344432.83,-41.55,1198.25,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0
239,2694612935951298074.90,5387064048701966.65,-41.55,1198.35,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0
240,2694839192641343557.50,5160807358656484.05,-41.55,1198.45,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0
241,2695055946550407129.83,4944053449592911.72,-41.55,1198.55,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0
242,2695263596795290032.12,4736403204710009.43,-41.55,1198.64,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0
243,2695462525729887852.51,4537474270112189.03,-41.55,1198.73,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0,O,0,0
